pointid,grid_code,X,Y,directSolarSummer,directSolarWinter,rugged_clip,jaxa_dem,NEW_jaxa_clip,Slope_NEW_DEM,Aspect_NEW_DEM,Current_Bio_1,Current_Bio12,Current_YFRW_SDM
1195,0.0000000,504371.927799999713898,-3481342.480100000277162,397.3641357,123.1541290,6.8556547,92,91,4.8218527,62.7958946,18.7895832,218.0000000,0.083126475394945
1196,0.0000000,504402.848999999463558,-3481342.480100000277162,396.8349915,121.7720413,4.3588991,90,90,3.5602932,58.5162086,18.7895832,218.0000000,0.083126475394945
1197,0.0000000,503969.952299997210503,-3481373.401300000026822,399.2633667,126.7144928,4.1231055,99,98,3.7750921,345.0527954,18.7895832,218.0000000,0.083126475394945
1198,0.0000000,504155.479400001466274,-3481373.401300000026822,399.4507751,154.7480316,19.7230835,116,109,14.4700556,346.7330627,18.7895832,218.0000000,0.083126475394945
1199,0.0000000,504248.243000000715256,-3481373.401300000026822,397.9106445,153.9648132,23.5584373,113,106,15.6617069,17.6442184,18.7895832,218.0000000,0.083126475394945
1200,0.4000000,504279.164200000464916,-3481373.401300000026822,398.1171265,152.1569214,24.0624180,112,102,15.3975134,17.0123882,18.7895832,218.0000000,0.083126475394945
1201,0.0000000,504371.927799999713898,-3481373.401300000026822,398.4512939,131.6252899,14.0000000,95,93,9.2749538,37.1299057,18.7895832,218.0000000,0.083126475394945
1202,0.0000000,503939.031099997460842,-3481404.322499999776483,399.5709839,137.4590454,5.1961522,100,99,4.4412794,346.2693176,18.7895832,218.0000000,0.083126475394945
1203,0.0000000,504093.637000001966953,-3481404.322499999776483,398.3040466,157.4243774,22.7815723,118,111,16.4816055,328.2146912,18.7895832,218.0000000,0.083126475394945
1204,0.0000000,504124.558200001716614,-3481404.322499999776483,399.1867065,153.7272339,21.6101837,121,115,15.1329212,339.8290405,18.7895832,218.0000000,0.083126475394945
1205,0.0000000,504279.164200000464916,-3481404.322499999776483,398.5370789,129.1322174,22.4053574,115,114,13.1832733,22.5888577,18.7895832,218.0000000,0.083126475394945
1206,0.0000000,504310.085400000214577,-3481404.322499999776483,396.0922546,131.2646179,22.8254242,111,111,13.1605911,26.2793102,18.7895832,218.0000000,0.083126475394945
1207,0.0000000,504371.927799999713898,-3481404.322499999776483,399.3952332,137.0347290,17.0293865,101,98,11.3235750,37.5598679,18.7895832,218.0000000,0.083126475394945
1208,0.0000000,503908.109899997711182,-3481435.243699999526143,399.8002014,144.3033752,7.4161983,102,101,6.5063753,350.8645020,18.7895832,218.0000000,0.083126475394945
1209,0.0000000,504062.715800002217293,-3481435.243699999526143,400.4428101,158.9347534,28.9654961,127,115,19.8368168,332.1111145,18.7895832,218.0000000,0.083126475394945
1210,0.0000000,504093.637000001966953,-3481435.243699999526143,402.3680725,151.1589355,26.4196892,131,121,16.8048477,337.4385986,18.7895832,218.0000000,0.083126475394945
1211,0.0000000,504279.164200000464916,-3481435.243699999526143,396.6644592,123.1408234,10.2956305,115,117,7.2270541,63.1288910,18.7895832,218.0000000,0.083126475394945
1212,0.0000000,504310.085400000214577,-3481435.243699999526143,396.6195984,125.5565567,12.2065554,112,114,8.2898788,59.1306000,18.7895832,218.0000000,0.083126475394945
1213,0.0000000,504341.006599999964237,-3481435.243699999526143,396.2026367,128.5777283,15.4919338,109,109,10.6771793,59.5927505,18.7895832,218.0000000,0.083126475394945
1214,0.0000000,504371.927799999713898,-3481435.243699999526143,395.7218018,129.3824310,15.4596252,105,103,10.0693617,53.4579964,18.7895832,218.0000000,0.083126475394945
1215,0.0000000,503877.188699997961521,-3481466.164899999275804,396.8049622,157.8116913,13.3790884,104,104,10.9367666,9.2657757,18.7895832,218.0000000,0.083126475394945
1216,0.0000000,504031.794600002467632,-3481466.164899999275804,396.6491089,155.6821899,32.7719383,135,122,21.0153427,330.6872864,18.7895832,218.0000000,0.083126475394945
1217,0.0000000,504062.715800002217293,-3481466.164899999275804,402.1793518,145.4563141,29.1376038,135,129,16.1856785,338.8640442,18.7895832,218.0000000,0.083126475394945
1218,0.0000000,504248.243000000715256,-3481466.164899999275804,398.4361267,126.3800735,9.0000000,119,121,6.5693660,76.7878799,18.7895832,218.0000000,0.083126475394945
1219,0.0000000,504279.164200000464916,-3481466.164899999275804,398.2348633,127.1242599,8.8881941,117,118,6.6454668,76.7855682,18.7895832,218.0000000,0.083126475394945
1220,0.0000000,504341.006599999964237,-3481466.164899999275804,394.8920288,126.7410431,12.2065554,111,111,9.1172276,65.4061661,18.7895832,218.0000000,0.083126475394945
1221,0.0000000,503846.267499998211861,-3481497.086100000888109,386.2349854,175.6475830,33.5559235,111,113,23.6273270,11.2471189,18.7895832,218.0000000,0.083126475394945
1222,0.0000000,503877.188699997961521,-3481497.086100000888109,386.2344971,173.3498993,31.7647610,111,110,21.8699455,5.1146722,18.7895832,218.0000000,0.083126475394945
1223,0.0000000,504000.873400002717972,-3481497.086100000888109,399.6988220,150.5629578,32.3109894,134,127,19.6286449,333.9897156,18.7895832,218.0000000,0.083126475394945
1224,0.0000000,504031.794600002467632,-3481497.086100000888109,402.3911743,137.1794281,27.6405506,138,135,13.5898771,332.8043518,18.7895832,218.0000000,0.083126475394945
1225,0.0000000,504248.243000000715256,-3481497.086100000888109,399.9509277,133.2840271,9.8488579,122,122,7.1756725,55.2986908,18.7895832,218.0000000,0.083126475394945
1226,0.0000000,504279.164200000464916,-3481497.086100000888109,399.3492126,132.4506073,10.0000000,119,119,7.3581986,51.1891594,18.7895832,218.0000000,0.083126475394945
1227,0.0000000,503846.267499998211861,-3481528.007300000637770,385.3054504,176.5774078,45.2879677,128,130,28.8737125,10.1046314,18.7895832,218.0000000,0.083126475394945
1228,0.0000000,503908.109899997711182,-3481528.007300000637770,391.5456238,167.9770660,41.1339264,132,126,25.5374336,352.3804016,18.7895832,218.0000000,0.083126475394945
1229,0.0000000,503939.031099997460842,-3481528.007300000637770,398.6881714,157.9212036,37.6961555,140,131,22.4938927,343.5397644,18.7895832,218.0000000,0.083126475394945
1230,0.0000000,503969.952299997210503,-3481528.007300000637770,402.7145081,145.0580597,33.1058922,143,137,16.7794495,343.1575317,18.7895832,218.0000000,0.083126475394945
1231,0.0000000,503846.267499998211861,-3481558.928500000387430,399.4316711,158.4515228,34.5687714,147,148,19.6871891,16.2416000,18.7895832,218.0000000,0.083126475394945
1232,0.0000000,503877.188699997961521,-3481558.928500000387430,401.4967651,153.6475372,33.6600647,146,145,18.5273075,9.7748823,18.7895832,218.0000000,0.083126475394945
1233,0.0000000,503908.109899997711182,-3481558.928500000387430,403.0235291,143.2121277,29.0860786,147,143,14.9395857,356.6808167,18.7895832,218.0000000,0.083126475394945
1234,0.0000000,499579.142599999904633,-3493308.982599999755621,380.5759888,124.4928589,29.9332600,158,154,20.6184044,287.5816040,18.7895832,218.0000000,0.218235858315195
1235,0.0000000,499610.063799999654293,-3493308.982599999755621,391.5500793,123.8396149,32.6496544,179,169,19.6884708,289.8119202,18.7895832,218.0000000,0.218235858315195
1236,0.0000000,499548.221400000154972,-3493339.903799999505281,377.0162354,116.3359451,23.4093990,148,146,13.0055017,276.2336426,18.7895832,218.0000000,0.218235858315195
1237,0.0000000,499579.142599999904633,-3493339.903799999505281,381.8157959,113.4267883,30.8382874,164,160,20.4041805,277.6918945,18.7895832,218.0000000,0.218235858315195
1238,0.0000000,499610.063799999654293,-3493339.903799999505281,389.7215576,111.4537201,26.9629383,180,172,16.1132183,275.9887085,18.7895832,218.0000000,0.218235858315195
1239,0.0000000,499548.221400000154972,-3493370.824999999254942,376.3170471,107.6855240,23.2378998,151,148,15.2243404,268.8200989,18.7895832,218.0000000,0.218235858315195
1240,0.0000000,499579.142599999904633,-3493370.824999999254942,381.6717529,105.6485367,29.5127087,171,162,18.8617573,269.2319641,18.7895832,218.0000000,0.218235858315195
1241,0.0000000,499610.063799999654293,-3493370.824999999254942,388.9215088,105.2984924,21.6794834,177,171,13.9876795,263.1951599,18.7895832,218.0000000,0.218235858315195
1242,0.0000000,499548.221400000154972,-3493401.746200000867248,377.4948425,102.5407486,21.9317131,151,149,14.7235432,262.9308472,18.7895832,218.0000000,0.218235858315195
1243,0.0000000,499579.142599999904633,-3493401.746200000867248,378.9689941,97.0475235,26.3248940,169,161,16.7168980,260.2422180,18.7895832,218.0000000,0.218235858315195
1244,0.0000000,499610.063799999654293,-3493401.746200000867248,384.7126160,95.0665665,20.0000000,177,170,13.2932043,250.3135071,18.7895832,218.0000000,0.218235858315195
1245,0.0000000,499517.300200000405312,-3493432.667400000616908,388.9764404,122.5672684,10.2469511,147,144,5.4006419,286.0419922,18.7895832,218.0000000,0.218235858315195
1246,0.0000000,499548.221400000154972,-3493432.667400000616908,380.4931641,98.1905594,19.2093735,150,148,11.4952326,264.6649475,18.7895832,218.0000000,0.218235858315195
1247,0.0000000,499579.142599999904633,-3493432.667400000616908,376.1961975,87.0336685,22.0227146,165,159,13.1707449,247.3171082,18.7895832,218.0000000,0.218235858315195
1248,0.0000000,499610.063799999654293,-3493432.667400000616908,374.0417175,78.2199936,21.9089031,172,166,13.7917376,223.4018555,18.7895832,218.0000000,0.218235858315195
1249,0.0000000,499486.379000000655651,-3493463.588600000366569,400.3368530,129.6108704,8.1853523,149,145,4.7350221,344.6019287,18.7895832,218.0000000,0.218235858315195
1250,0.0000000,499517.300200000405312,-3493463.588600000366569,396.3842773,130.0447540,8.8881941,151,147,5.8199201,318.9354248,18.7895832,218.0000000,0.218235858315195
1251,0.0000000,499548.221400000154972,-3493463.588600000366569,389.2049561,103.7066803,12.3288279,153,151,7.1005135,279.3727112,18.7895832,218.0000000,0.218235858315195
1252,0.0000000,499579.142599999904633,-3493463.588600000366569,383.4677734,92.9518585,15.4596252,158,154,8.5652132,245.1249390,18.7895832,218.0000000,0.218235858315195
1253,0.0000000,499331.773000001907349,-3493494.509800000116229,400.2003174,128.7779083,4.1231055,147,146,2.6099787,349.4647827,18.7895832,218.0000000,0.218235858315195
1254,0.0000000,499362.694200001657009,-3493494.509800000116229,400.8897400,131.5546265,5.3851647,149,146,3.5735745,345.0759277,18.7895832,218.0000000,0.218235858315195
1255,0.0000000,499393.615400001406670,-3493494.509800000116229,401.6944275,134.0833740,7.2111025,150,146,4.9177160,348.8564758,18.7895832,218.0000000,0.218235858315195
1256,0.0000000,499424.536600001156330,-3493494.509800000116229,402.4178772,136.4819336,9.2195444,153,147,6.6468415,342.8531494,18.7895832,218.0000000,0.218235858315195
1257,0.0000000,499455.457800000905991,-3493494.509800000116229,402.5855103,138.1674957,11.0905361,154,148,7.8108487,344.0994568,18.7895832,218.0000000,0.218235858315195
1258,0.0000000,499486.379000000655651,-3493494.509800000116229,401.9609985,135.6681366,11.2694273,154,149,7.3964329,346.7101135,18.7895832,218.0000000,0.218235858315195
1259,0.0000000,499517.300200000405312,-3493494.509800000116229,399.6938171,129.6526184,9.2736187,154,151,5.6023955,337.3717041,18.7895832,218.0000000,0.218235858315195
1260,0.0000000,499548.221400000154972,-3493494.509800000116229,397.3672791,123.3652420,6.7823300,155,152,4.3367729,312.5997314,18.7895832,218.0000000,0.218235858315195
1261,0.0000000,499331.773000001907349,-3493525.430900000035763,400.4382935,124.5768204,5.1961522,149,148,3.8609011,348.1267090,18.7895832,218.0000000,0.218235858315195
1262,0.0000000,499362.694200001657009,-3493525.430900000035763,400.5917969,125.3980560,6.4807405,152,149,4.3685379,337.9397583,18.7895832,218.0000000,0.218235858315195
1263,0.0000000,499517.300200000405312,-3493525.430900000035763,400.5285339,124.6767349,7.3484693,155,154,4.2827220,1.1753385,18.7895832,218.0000000,0.218235858315195
1264,0.0000000,499300.851800002157688,-3493556.352099999785423,400.2312927,123.0413971,3.8729835,151,150,2.7488444,11.6297731,18.7895832,218.0000000,0.218235858315195
1265,0.0000000,499331.773000001907349,-3493556.352099999785423,399.3656921,120.8074341,4.0000000,149,149,2.3269198,341.6446228,18.7895832,218.0000000,0.218235858315195
1266,0.0000000,499486.379000000655651,-3493556.352099999785423,400.0364685,120.1392441,5.0990195,157,157,1.5585622,357.5787659,18.7895832,218.0000000,0.218235858315195
1267,0.0000000,499517.300200000405312,-3493556.352099999785423,399.9598083,122.0187988,4.2426405,156,156,2.2037024,42.5805626,18.7895832,218.0000000,0.218235858315195
1268,0.0000000,499269.930600002408028,-3493587.273299999535084,400.6508179,124.3674011,3.4641016,152,151,2.4628298,4.7251992,18.7895832,218.0000000,0.218235858315195
1269,0.0000000,499300.851800002157688,-3493587.273299999535084,400.5656738,124.0639267,3.6055512,151,151,2.1602252,18.1513157,18.7895832,218.0000000,0.218235858315195
1270,0.0000000,499486.379000000655651,-3493587.273299999535084,399.7999878,118.5902710,2.8284271,157,157,0.4320156,267.6182556,18.7895832,218.0000000,0.218235858315195
1271,0.0000000,499331.773000001907349,-3493618.194499999284744,401.1623840,126.2039413,3.8729835,153,152,2.7491682,357.5881653,18.7895832,218.0000000,0.218235858315195
1272,0.0000000,499362.694200001657009,-3493618.194499999284744,400.9340820,125.3330383,3.7416575,153,152,2.5191104,337.0309143,18.7895832,218.0000000,0.218235858315195
1273,0.0000000,499455.457800000905991,-3493618.194499999284744,399.5155029,118.3383865,4.4721360,156,155,2.4628100,267.5953369,18.7895832,218.0000000,0.218235858315195
1274,0.0000000,499486.379000000655651,-3493618.194499999284744,400.2253418,120.1767273,2.6457512,157,157,1.1017805,286.0364075,18.7895832,218.0000000,0.218235858315195
1275,0.0000000,499393.615400001406670,-3493649.115700000897050,401.2399902,126.1575851,4.5825758,155,154,2.8979421,352.3991394,18.7895832,218.0000000,0.218235858315195
1276,0.0000000,499424.536600001156330,-3493649.115700000897050,400.4761963,124.1646576,5.1961522,156,154,2.5917804,323.9158325,18.7895832,218.0000000,0.218235858315195
1277,0.0000000,499455.457800000905991,-3493649.115700000897050,400.7400513,122.6238556,4.5825758,157,156,2.8812480,301.2822266,18.7895832,218.0000000,0.218235858315195
1278,0.0000000,494600.830200001597404,-3503729.425300000235438,402.4595032,116.3942871,15.0665188,176,179,3.2443748,137.4997864,19.0814171,209.0000000,0.325955619447102
1279,0.0000000,494631.751400001347065,-3503729.425300000235438,399.4411011,138.6411133,18.6547585,183,175,6.8397646,339.2178650,19.0814171,209.0000000,0.325955619447102
1280,0.0000000,494538.987800002098083,-3503760.346499999985099,392.3623657,104.7041779,10.7238054,171,175,6.2473497,208.5816193,19.0814171,209.0000000,0.325955619447102
1281,0.0000000,494569.909000001847744,-3503760.346499999985099,400.7912292,122.4391327,14.8996649,181,175,6.0992513,229.4843597,19.0814171,209.0000000,0.325955619447102
1282,0.0000000,494600.830200001597404,-3503760.346499999985099,398.4428406,143.6963501,20.5669632,188,176,9.9302444,312.6540222,19.0814171,209.0000000,0.325955619447102
1283,0.0000000,494631.751400001347065,-3503760.346499999985099,397.3985596,152.3786316,21.1660099,191,181,15.1592970,326.4349060,19.0814171,209.0000000,0.325955619447102
1284,0.0000000,494508.066600002348423,-3503791.267699999734759,396.3047180,114.3687286,7.1414285,169,172,4.4421229,214.4815826,19.0814171,209.0000000,0.325955619447102
1285,0.0000000,494631.751400001347065,-3503791.267699999734759,399.4493408,158.0791473,26.0959759,200,192,17.8678398,329.0069275,19.0814171,209.0000000,0.325955619447102
1286,0.0000000,494477.145400002598763,-3503822.188899999484420,395.9754944,125.2191925,6.2449980,165,168,3.5735769,194.3147430,19.0814171,209.0000000,0.325955619447102
1287,0.0000000,494600.830200001597404,-3503822.188899999484420,399.8079834,150.2235107,30.6431065,206,195,20.2670784,319.1987915,19.0814171,209.0000000,0.325955619447102
1288,0.0000000,494631.751400001347065,-3503822.188899999484420,401.6637268,149.3179626,25.3179779,209,202,16.2323875,331.4863892,19.0814171,209.0000000,0.325955619447102
1289,0.0000000,494446.224200002849102,-3503853.110099999234080,393.8376770,112.4247589,4.0000000,167,167,2.2248724,177.6129761,19.0814171,209.0000000,0.325955619447102
1290,0.0000000,494477.145400002598763,-3503853.110099999234080,383.8865051,119.3079529,10.7703295,166,166,7.1012025,272.4022217,19.0814171,209.0000000,0.325955619447102
1291,0.0000000,494631.751400001347065,-3503853.110099999234080,402.2658691,133.2907562,19.3907204,215,209,10.9431324,327.5508118,19.0814171,209.0000000,0.325955619447102
1292,0.0000000,494446.224200002849102,-3503884.031300000846386,389.7382507,105.7811050,4.3588991,164,165,3.0081468,183.3238220,19.0814171,209.0000000,0.325955619447102
1293,0.0000000,494477.145400002598763,-3503884.031300000846386,370.1478882,97.0398560,12.1655254,166,166,9.8045187,257.3194275,19.0814171,209.0000000,0.325955619447102
1294,0.0000000,494600.830200001597404,-3503884.031300000846386,396.0980225,129.1134949,16.6733322,216,209,8.9188833,306.2780457,19.0814171,209.0000000,0.325955619447102
1295,0.0000000,494631.751400001347065,-3503884.031300000846386,389.2423096,108.4482651,13.4164076,215,214,1.7300243,320.7652893,19.0814171,209.0000000,0.325955619447102
1296,0.0000000,494477.145400002598763,-3503914.952500000596046,367.8849792,85.0064926,14.2828569,162,164,10.4032879,225.4832001,19.0814171,209.0000000,0.325955619447102
1297,0.0000000,494508.066600002348423,-3503914.952500000596046,331.3824463,66.8455429,35.8189888,189,172,24.0325279,246.0826874,19.0814171,209.0000000,0.325955619447102
1298,0.0000000,494600.830200001597404,-3503914.952500000596046,384.4288635,120.0447540,17.1464291,217,214,3.9675796,283.5848999,19.0814171,209.0000000,0.325955619447102
1299,0.0000000,494291.618199996650219,-3503945.873700000345707,399.5096741,117.7507019,3.4641016,164,165,1.9567951,143.9231873,19.0814171,209.0000000,0.325955619447102
1300,0.0000000,494322.539399996399879,-3503945.873700000345707,400.7039185,119.8730164,4.1231055,163,164,1.2603714,132.6156769,19.0814171,209.0000000,0.325955619447102
1301,0.0000000,494353.460600003600121,-3503945.873700000345707,401.6972046,123.3925171,4.3588991,162,163,1.1025096,124.4737473,19.0814171,209.0000000,0.325955619447102
1302,0.0000000,494384.381800003349781,-3503945.873700000345707,401.6935120,127.7675476,5.1961522,162,162,1.6465030,87.6105728,19.0814171,209.0000000,0.325955619447102
1303,0.0000000,494415.303000003099442,-3503945.873700000345707,400.2471619,124.0624161,3.8729835,162,162,1.3669021,61.0161934,19.0814171,209.0000000,0.325955619447102
1304,0.0000000,494446.224200002849102,-3503945.873700000345707,396.9073181,116.8796082,3.4641016,162,162,0.4325047,114.1539764,19.0814171,209.0000000,0.325955619447102
1305,0.0000000,494477.145400002598763,-3503945.873700000345707,384.8735046,101.0413971,12.2474489,160,161,6.2468653,217.4330750,19.0814171,209.0000000,0.325955619447102
1306,0.0000000,494508.066600002348423,-3503945.873700000345707,336.4484558,69.8935547,34.5543060,166,164,20.1029015,233.2116089,19.0814171,209.0000000,0.325955619447102
1307,0.0000000,494538.987800002098083,-3503945.873700000345707,306.0736694,62.8307610,51.6720428,201,180,32.2669792,247.2330170,19.0814171,209.0000000,0.325955619447102
1308,0.0000000,494569.909000001847744,-3503945.873700000345707,396.8674622,87.2396317,51.8652115,221,206,28.2193756,253.2225952,19.0814171,209.0000000,0.325955619447102
1309,0.0000000,494600.830200001597404,-3503945.873700000345707,382.9883728,111.2244949,29.3598366,217,218,5.6637917,243.4450836,19.0814171,209.0000000,0.325955619447102
1310,0.0000000,494198.854599997401237,-3503976.794900000095367,394.5028992,109.2646866,9.7467947,168,170,6.0455699,136.1896057,19.0814171,209.0000000,0.325955619447102
1311,0.0000000,494229.775799997150898,-3503976.794900000095367,398.2600708,116.9654999,7.0000000,165,167,3.9087157,127.4149857,19.0814171,209.0000000,0.325955619447102
1312,0.0000000,494260.696999996900558,-3503976.794900000095367,399.6126709,119.9347916,4.6904159,165,165,1.7822809,117.3573532,19.0814171,209.0000000,0.325955619447102
1313,0.0000000,494291.618199996650219,-3503976.794900000095367,402.3603516,123.7423782,1.7320508,165,165,0.6835399,87.6112289,19.0814171,209.0000000,0.325955619447102
1314,0.0000000,494477.145400002598763,-3503976.794900000095367,397.5733643,117.6333771,5.4772258,163,162,1.3675984,5.7507992,19.0814171,209.0000000,0.325955619447102
1315,0.0000000,494508.066600002348423,-3503976.794900000095367,368.4032898,90.5697174,19.4164886,163,162,11.2014980,240.1632080,19.0814171,209.0000000,0.325955619447102
1316,0.0000000,494538.987800002098083,-3503976.794900000095367,301.2750549,52.4891815,52.6972504,179,168,29.1868439,243.7825165,19.0814171,209.0000000,0.325955619447102
1317,0.0000000,494569.909000001847744,-3503976.794900000095367,383.4021301,48.7577133,61.1800613,214,199,33.8530006,245.5934601,19.0814171,209.0000000,0.325955619447102
1318,0.0000000,494600.830200001597404,-3503976.794900000095367,386.8717346,87.7008362,48.2907867,218,218,14.4346895,225.5881042,19.0814171,209.0000000,0.325955619447102
1319,0.0000000,494137.012199997901917,-3504007.716099999845028,388.4750366,102.2873535,20.6639786,168,177,12.3500347,132.6150513,19.0814171,209.0000000,0.325955619447102
1320,0.0000000,494167.933399997651577,-3504007.716099999845028,394.2952271,108.4634705,17.2336884,166,168,8.2582607,124.1433411,19.0814171,209.0000000,0.325955619447102
1321,0.0000000,494198.854599997401237,-3504007.716099999845028,397.1860962,113.6715927,8.4852810,166,166,3.4545467,137.8150787,19.0814171,209.0000000,0.325955619447102
1322,0.0000000,494229.775799997150898,-3504007.716099999845028,399.6561890,119.9155655,4.4721360,166,166,1.7819374,127.4145584,19.0814171,209.0000000,0.325955619447102
1323,0.0000000,494508.066600002348423,-3504007.716099999845028,388.2077637,96.0650406,6.6332498,162,164,3.0222752,177.6086731,19.0814171,209.0000000,0.325955619447102
1324,0.0000000,494538.987800002098083,-3504007.716099999845028,334.1048889,57.5114937,38.9615211,160,164,21.1892357,231.1174469,19.0814171,209.0000000,0.325955619447102
1325,0.0000000,494569.909000001847744,-3504007.716099999845028,351.2214661,27.9173183,60.6630020,180,180,34.4362106,238.5290527,19.0814171,209.0000000,0.325955619447102
1326,0.0000000,494600.830200001597404,-3504007.716099999845028,391.1064758,65.4874802,54.2217674,209,207,24.4272614,229.0650330,19.0814171,209.0000000,0.325955619447102
1327,0.0000000,494106.090999998152256,-3504038.637299999594688,388.7871704,99.6385422,17.5783958,169,172,9.2518911,149.0053864,19.0814171,209.0000000,0.325955619447102
1328,0.0000000,494137.012199997901917,-3504038.637299999594688,394.7129822,110.5573730,13.1148767,167,171,7.3220735,135.4744873,19.0814171,209.0000000,0.325955619447102
1329,0.0000000,494538.987800002098083,-3504038.637299999594688,370.9515076,78.9761353,22.0454082,158,160,10.4908085,212.4566956,19.0814171,209.0000000,0.325955619447102
1330,0.0000000,494569.909000001847744,-3504038.637299999594688,332.3995056,59.3206406,54.5985336,167,165,28.6643467,240.8229218,19.0814171,209.0000000,0.325955619447102
1331,0.0000000,494600.830200001597404,-3504038.637299999594688,388.1540222,63.9589653,51.4101143,197,191,28.5476494,242.1180573,19.0814171,209.0000000,0.325955619447102
1332,0.0000000,494631.751400001347065,-3504038.637299999594688,384.3543701,94.7910995,34.4528656,206,206,9.9981623,192.0498199,19.0814171,209.0000000,0.325955619447102
1333,0.0000000,494538.987800002098083,-3504069.558399999514222,390.0592346,102.3111954,8.4852810,159,160,3.1441419,132.5800018,19.0814171,209.0000000,0.325955619447102
1334,0.0000000,494569.909000001847744,-3504069.558399999514222,334.5568848,79.1224976,37.6430588,164,162,21.6024303,252.5950775,19.0814171,209.0000000,0.325955619447102
1335,0.0000000,494538.987800002098083,-3504100.479599999263883,396.1934509,113.1999512,5.0000000,159,161,1.2228664,71.6630707,19.0814171,209.0000000,0.325955619447102
1336,0.0000000,494538.987800002098083,-3504131.400800000876188,398.3329773,119.0654984,3.4641016,160,162,0.9663281,79.4835587,19.0814171,209.0000000,0.325955619447102
1337,0.0000000,494538.987800002098083,-3504162.322000000625849,398.0577698,120.3379059,3.0000000,161,162,1.8587385,87.5999222,19.0814171,209.0000000,0.325955619447102
1338,0.0000000,494508.066600002348423,-3504193.243200000375509,397.0556030,116.3649750,3.4641016,161,163,1.6460993,110.8161621,19.0814171,209.0000000,0.325955619447102
1339,0.0000000,494538.987800002098083,-3504193.243200000375509,396.0072021,123.1491699,7.1414285,160,161,4.2507071,304.4778137,19.0814171,209.0000000,0.325955619447102
1340,0.0000000,494508.066600002348423,-3504224.164400000125170,397.2196655,118.4475784,3.3166249,160,162,0.8645723,110.8112564,19.0814171,209.0000000,0.325955619447102
1341,0.0000000,494538.987800002098083,-3504224.164400000125170,390.3807983,121.8690414,11.2249718,161,161,7.5984240,287.2833252,19.0814171,209.0000000,0.325955619447102
1342,0.0000000,494538.987800002098083,-3504255.085599999874830,385.8604431,116.3401566,14.1067362,161,161,9.7316437,272.5965576,19.0814171,209.0000000,0.325955619447102
1343,0.0000000,494538.987800002098083,-3504286.006799999624491,385.8806458,111.5177994,15.0665188,162,161,10.6452770,263.3851929,19.0814171,209.0000000,0.325955619447102
1344,0.0000000,494538.987800002098083,-3504316.927999999374151,386.7657166,107.3910141,13.6747942,162,161,10.0577803,254.6265106,19.0814171,209.0000000,0.325955619447102
1345,0.0000000,494538.987800002098083,-3504347.849199999123812,388.4464417,105.7507172,12.2474489,160,160,8.1757803,247.6377716,19.0814171,209.0000000,0.325955619447102
1346,0.0000000,494508.066600002348423,-3504378.770400000736117,396.7237244,114.1578293,2.0000000,159,159,0.9666563,143.8980103,19.0814171,209.0000000,0.325955619447102
1347,0.0000000,494538.987800002098083,-3504378.770400000736117,391.4452209,106.9665604,10.0000000,159,159,5.7243576,243.9932251,19.0814171,209.0000000,0.325955619447102
1348,0.0000000,494508.066600002348423,-3504409.691600000485778,396.5520630,113.3791504,2.4494898,159,159,1.6458757,124.4860306,19.0814171,209.0000000,0.325955619447102
1349,0.0000000,494538.987800002098083,-3504409.691600000485778,393.7066040,111.2305298,7.8102498,161,158,3.9087870,233.9344635,19.0814171,209.0000000,0.325955619447102
1350,0.0000000,494538.987800002098083,-3504440.612800000235438,395.7817993,113.2579422,6.9282031,159,157,3.0238934,218.2226868,19.0814171,209.0000000,0.325955619447102
1351,0.0000000,494538.987800002098083,-3504471.533999999985099,397.0532532,115.6596909,6.4807405,158,156,1.7818657,222.6163177,19.0814171,209.0000000,0.325955619447102
1352,0.0000000,494538.987800002098083,-3504502.455199999734759,398.8204041,120.0583420,2.8284271,157,157,0.0003588,222.6168518,19.0814171,209.0000000,0.325955619447102
1353,0.0000000,494538.987800002098083,-3504533.376399999484420,401.9139404,136.4842834,9.1651516,156,157,6.1298590,31.2995834,19.0814171,209.0000000,0.325955619447102
1354,0.0000000,494569.909000001847744,-3504533.376399999484420,397.3536377,126.0388336,7.2111025,156,156,1.9575858,87.5377045,19.0814171,209.0000000,0.325955619447102
1355,0.0000000,494600.830200001597404,-3504533.376399999484420,394.4153442,116.5470352,5.5677643,156,157,1.5276716,196.0524597,19.0814171,209.0000000,0.325955619447102
1356,0.0000000,494569.909000001847744,-3504564.297599999234080,401.5559998,151.7307587,21.6333084,157,158,13.6820984,23.5539646,19.0814171,209.0000000,0.325955619447102
1357,0.0000000,494600.830200001597404,-3504564.297599999234080,400.5706177,138.4128571,15.6524763,156,156,8.2877550,29.8812485,19.0814171,209.0000000,0.325955619447102
1358,0.0000000,494631.751400001347065,-3504564.297599999234080,398.2835999,127.9707947,7.0000000,155,156,3.2467887,56.6269913,19.0814171,209.0000000,0.325955619447102
1359,0.0000000,494662.672600001096725,-3504564.297599999234080,396.8627625,116.0385284,5.2915025,155,156,0.6831494,177.6138763,19.0814171,209.0000000,0.325955619447102
1360,0.0000000,494693.593800000846386,-3504564.297599999234080,396.9553223,115.8294525,5.0000000,155,156,1.3671466,171.2710419,19.0814171,209.0000000,0.325955619447102
1361,0.0000000,494724.514899998903275,-3504564.297599999234080,396.8995667,115.6586304,4.7958317,155,156,1.5280408,153.6511993,19.0814171,209.0000000,0.325955619447102
