pointid,grid_code,X,Y,directSolarSummer,directSolarWinter,rugged_clip,jaxa_dem,NEW_jaxa_clip,Slope_NEW_DEM,Aspect_NEW_DEM,Current_Bio_1,Current_Bio12,Current_YFRW_SDM
2711,0.0000000,551155.695799998939037,-3626455.648299999535084,405.5534668,133.1089783,4.4721360,248,247,2.8857810,299.3203125,17.5009995,217.0000000,0.200247987489959
2712,0.0000000,551186.616999998688698,-3626455.648299999535084,406.6082764,135.2935791,3.8729835,249,249,3.0590780,321.7809448,17.5009995,217.0000000,0.200247987489959
2713,2.6666667,551341.222999997437000,-3626455.648299999535084,401.3601379,126.2030182,8.8317604,258,253,6.4101043,270.1781616,17.5009995,217.0000000,0.200247987489959
2714,3.0000000,551372.144199997186661,-3626455.648299999535084,402.5631409,126.7332153,10.1488914,261,258,7.0135307,269.7001343,17.5009995,217.0000000,0.200247987489959
2715,1.2000000,551403.065399996936321,-3626455.648299999535084,403.5909729,127.6349792,7.4833150,263,261,4.9247847,273.6508179,17.5009995,217.0000000,0.200247987489959
2716,4.0000000,551433.986599996685982,-3626455.648299999535084,404.5968018,130.0745850,6.4031243,265,264,4.4488006,283.2571411,17.5009995,217.0000000,0.200247987489959
2717,2.5000000,551464.907799996435642,-3626455.648299999535084,405.8393860,134.8273468,6.5574384,268,266,5.1909075,304.1890869,17.5009995,217.0000000,0.200247987489959
2718,2.5000000,551588.592600002884865,-3626455.648299999535084,407.3949890,144.8154297,9.9498739,274,274,7.1044183,329.6681519,17.5009995,217.0000000,0.200247987489959
2719,2.5000000,551619.513800002634525,-3626455.648299999535084,407.3305054,143.3104095,11.4017544,278,277,8.4503460,319.6190796,17.5009995,217.0000000,0.200247987489959
2720,2.0000000,551650.435000002384186,-3626455.648299999535084,406.1659546,141.0916901,10.4403067,280,280,8.1823273,317.2107239,17.5009995,217.0000000,0.200247987489959
2721,2.0000000,551681.356200002133846,-3626455.648299999535084,404.1580811,138.3180084,13.7477274,286,281,9.1770010,301.0039978,17.5009995,217.0000000,0.200247987489959
2722,0.0000000,569337.358499996364117,-3626455.648299999535084,401.5503540,127.1044693,2.4494898,218,217,1.2623107,253.1885986,17.4017086,223.0000000,0.373580909300747
2723,0.0000000,569368.279700003564358,-3626455.648299999535084,400.2041016,123.5396194,5.0000000,219,218,3.2941053,245.4313354,17.4017086,223.0000000,0.373580909300747
2724,0.0000000,569399.200900003314018,-3626455.648299999535084,399.9420471,119.6409225,5.5677643,220,220,3.4870965,228.5697021,17.4017086,223.0000000,0.373580909300747
2725,0.0000000,569461.043300002813339,-3626455.648299999535084,402.2451782,124.5046310,3.7416575,220,221,1.5306354,143.5185699,17.4017086,223.0000000,0.373580909300747
2726,0.0000000,569491.964500002563000,-3626455.648299999535084,403.1320496,127.2682953,2.6457512,220,221,0.6845040,120.8977890,17.4017086,223.0000000,0.373580909300747
2727,0.0000000,569646.570500001311302,-3626455.648299999535084,403.3945618,128.5373535,7.0710678,226,223,4.3219109,281.2629089,17.4017086,223.0000000,0.373580909300747
2728,0.0000000,569677.491700001060963,-3626455.648299999535084,403.9650574,127.9590836,6.7823300,227,226,1.6484641,283.9274902,17.4017086,223.0000000,0.373580909300747
2729,0.0000000,569708.412900000810623,-3626455.648299999535084,404.0587158,134.4383850,8.0000000,224,226,3.5785763,67.2361603,17.4017086,223.0000000,0.373580909300747
2730,0.0000000,551093.853500001132488,-3626486.569499999284744,404.6843872,130.2974396,3.3166249,246,245,2.4668410,293.8824463,17.5009995,217.0000000,0.200247987489959
2731,0.0000000,551124.774700000882149,-3626486.569499999284744,404.9367065,131.7905121,4.7958317,247,247,3.4189520,293.8851013,17.5009995,217.0000000,0.200247987489959
2732,0.0000000,551248.459399998188019,-3626486.569499999284744,406.2136230,135.9736938,4.7958317,253,252,2.4477675,351.6017761,17.5009995,217.0000000,0.200247987489959
2733,0.0000000,551279.380599997937679,-3626486.569499999284744,405.5044861,134.0233765,3.7416575,252,252,1.8612852,13.2602110,17.5009995,217.0000000,0.200247987489959
2734,0.5000000,551310.301799997687340,-3626486.569499999284744,403.3908997,128.5278015,4.5825758,252,251,2.6143174,301.0062256,17.5009995,217.0000000,0.200247987489959
2735,1.6666666,551341.222999997437000,-3626486.569499999284744,401.1422424,124.4994812,8.7177982,256,253,6.1079068,270.3277283,17.5009995,217.0000000,0.200247987489959
2736,2.6666667,551464.907799996435642,-3626486.569499999284744,403.4605713,128.1584167,7.4161983,267,267,5.5026546,270.6866150,17.5009995,217.0000000,0.200247987489959
2737,2.5999999,551495.829000003635883,-3626486.569499999284744,404.9599915,130.1950989,8.0000000,273,270,5.5282516,279.8447571,17.5009995,217.0000000,0.200247987489959
2738,2.0000000,551526.750200003385544,-3626486.569499999284744,405.6519165,131.5966949,8.0622578,275,273,5.0365534,289.6972351,17.5009995,217.0000000,0.200247987489959
2739,1.2500000,551557.671400003135204,-3626486.569499999284744,406.4379883,133.2952728,8.3066235,277,276,4.7809582,302.8541565,17.5009995,217.0000000,0.200247987489959
2740,0.0000000,569368.279700003564358,-3626486.569499999284744,401.2059021,125.0806580,2.6457512,218,218,1.5603430,255.9308624,17.4017086,223.0000000,0.373580909300747
2741,0.0000000,569399.200900003314018,-3626486.569499999284744,401.0343933,121.9251022,3.1622777,218,219,2.2069519,233.5406342,17.4017086,223.0000000,0.373580909300747
2742,0.0000000,569430.122100003063679,-3626486.569499999284744,401.5120239,122.4837952,3.0000000,219,220,2.0529056,203.7988129,17.4017086,223.0000000,0.373580909300747
2743,0.0000000,569522.885700002312660,-3626486.569499999284744,403.6582336,128.8635101,1.4142135,220,220,0.6125958,87.2231216,17.4017086,223.0000000,0.373580909300747
2744,0.0000000,569708.412900000810623,-3626486.569499999284744,403.8811646,130.9650269,6.5574384,225,226,1.6483768,118.1680145,17.4017086,223.0000000,0.373580909300747
2745,0.0000000,569739.333999998867512,-3626486.569499999284744,405.3270874,136.3797302,5.8309517,222,223,3.1490984,73.1824875,17.4017086,223.0000000,0.373580909300747
2746,0.0000000,551062.932300001382828,-3626517.490700000897050,404.4962463,129.0874023,1.4142135,245,245,0.9184279,293.8750305,17.5009995,217.0000000,0.200247987489959
2747,0.0000000,551093.853500001132488,-3626517.490700000897050,404.5114441,130.2705994,3.1622777,246,246,2.8202529,283.2560730,17.5009995,217.0000000,0.200247987489959
2748,0.0000000,551124.774700000882149,-3626517.490700000897050,404.7021790,131.8214417,6.0000000,247,247,4.2571030,284.4153748,17.5009995,217.0000000,0.200247987489959
2749,0.0000000,551155.695799998939037,-3626517.490700000897050,405.3201294,133.5429688,5.8309517,251,250,4.1573057,293.8757629,17.5009995,217.0000000,0.200247987489959
2750,0.0000000,551186.616999998688698,-3626517.490700000897050,406.1296997,134.0668793,4.7958317,253,251,3.4597609,312.3140564,17.5009995,217.0000000,0.200247987489959
2751,0.0000000,551217.538199998438358,-3626517.490700000897050,406.0777588,133.8951416,4.8989797,254,253,2.6318715,319.4391785,17.5009995,217.0000000,0.200247987489959
2752,0.0000000,551248.459399998188019,-3626517.490700000897050,405.5723572,133.3196564,4.8989797,254,254,1.6485302,5.4327354,17.5009995,217.0000000,0.200247987489959
2753,0.0000000,569399.200900003314018,-3626517.490700000897050,402.3558044,125.2404175,2.6457512,218,218,1.3689274,240.6736298,17.4017086,223.0000000,0.373580909300747
2754,0.0000000,569461.043300002813339,-3626517.490700000897050,402.3578796,124.8570480,2.0000000,219,219,0.9679860,195.6601562,17.4017086,223.0000000,0.373580909300747
2755,0.0000000,569522.885700002312660,-3626517.490700000897050,403.2570190,127.4987640,1.4142135,220,220,0.6849056,203.8026581,17.4017086,223.0000000,0.373580909300747
2756,0.0000000,569553.806900002062321,-3626517.490700000897050,403.8446960,129.4585266,1.7320508,220,220,0.6126471,312.1756897,17.4017086,223.0000000,0.373580909300747
2757,0.0000000,569739.333999998867512,-3626517.490700000897050,405.7602539,136.7351532,4.1231055,224,224,1.7847456,48.5641365,17.4017086,223.0000000,0.373580909300747
2758,0.0000000,569770.255199998617172,-3626517.490700000897050,406.4521790,140.8825836,5.6568542,224,223,3.3781221,6.6867495,17.4017086,223.0000000,0.373580909300747
2759,0.0000000,551062.932300001382828,-3626548.411900000646710,404.3904419,129.1424866,1.7320508,245,245,1.2619216,267.3354492,17.5009995,217.0000000,0.200247987489959
2760,0.0000000,551093.853500001132488,-3626548.411900000646710,404.4691467,130.7677612,4.1231055,247,246,3.7817168,279.8498535,17.5009995,217.0000000,0.200247987489959
2761,0.0000000,551124.774700000882149,-3626548.411900000646710,404.5709229,131.9536743,6.5574384,248,248,4.8294554,282.2492065,17.5009995,217.0000000,0.200247987489959
2762,0.0000000,551155.695799998939037,-3626548.411900000646710,405.0288086,132.3363953,6.2449980,253,251,3.6945326,292.0857239,17.5009995,217.0000000,0.200247987489959
2763,0.0000000,551186.616999998688698,-3626548.411900000646710,405.2012634,131.5651093,4.4721360,254,253,2.4671669,299.3132324,17.5009995,217.0000000,0.200247987489959
2764,0.0000000,551217.538199998438358,-3626548.411900000646710,404.7531433,130.0176239,3.6055512,255,254,0.9683361,293.8772583,17.5009995,217.0000000,0.200247987489959
2765,0.0000000,551248.459399998188019,-3626548.411900000646710,404.3872070,128.6515350,5.4772258,255,255,1.2244606,73.2703857,17.5009995,217.0000000,0.200247987489959
2766,0.0000000,551279.380599997937679,-3626548.411900000646710,404.1616821,127.6599884,3.3166249,253,253,1.2618185,87.3202362,17.5009995,217.0000000,0.200247987489959
2767,0.0000000,551310.301799997687340,-3626548.411900000646710,403.8924255,129.0159454,4.7958317,255,252,2.4479797,275.4397278,17.5009995,217.0000000,0.200247987489959
2768,0.0000000,551341.222999997437000,-3626548.411900000646710,403.2474060,129.2005463,6.7082038,257,255,5.5028110,274.4388733,17.5009995,217.0000000,0.200247987489959
2769,0.0000000,551372.144199997186661,-3626548.411900000646710,402.9025269,128.9494324,8.6602545,260,257,6.1304412,275.8468018,17.5009995,217.0000000,0.200247987489959
2770,0.0000000,569399.200900003314018,-3626548.411900000646710,403.1031799,127.5184402,1.7320508,218,218,0.9184139,267.2289429,17.4017086,223.0000000,0.373580909300747
2771,0.0000000,569430.122100003063679,-3626548.411900000646710,403.1088562,127.1545258,1.7320508,219,219,0.9186811,267.2104187,17.4017086,223.0000000,0.373580909300747
2772,0.0000000,569461.043300002813339,-3626548.411900000646710,402.8185425,126.2407684,1.0000000,219,219,0.4330997,222.2551575,17.4017086,223.0000000,0.373580909300747
2773,0.0000000,569491.964500002563000,-3626548.411900000646710,402.8005676,126.2655487,1.7320508,219,219,0.6844562,240.6510010,17.4017086,223.0000000,0.373580909300747
2774,0.0000000,569553.806900002062321,-3626548.411900000646710,403.4721985,128.3083496,1.7320508,220,220,0.9682497,285.6526184,17.4017086,223.0000000,0.373580909300747
2775,0.0000000,569584.728100001811981,-3626548.411900000646710,403.2230225,128.8621979,2.0000000,221,221,0.9681023,285.6718750,17.4017086,223.0000000,0.373580909300747
2776,0.0000000,569770.255199998617172,-3626548.411900000646710,405.6734314,136.1530457,3.4641016,226,225,2.0529504,334.0344238,17.4017086,223.0000000,0.373580909300747
2777,0.0000000,569801.176399998366833,-3626548.411900000646710,406.1950684,139.0852051,5.2915025,227,226,3.1189759,341.9705200,17.4017086,223.0000000,0.373580909300747
2778,0.0000000,551093.853500001132488,-3626579.333100000396371,402.9798584,128.9795074,5.0000000,247,246,3.7194965,284.0210266,17.5009995,217.0000000,0.200247987489959
2779,0.0000000,551124.774700000882149,-3626579.333100000396371,402.4236450,129.0552368,6.3245554,252,249,4.5828500,274.9091187,17.5009995,217.0000000,0.200247987489959
2780,0.0000000,551155.695799998939037,-3626579.333100000396371,402.2775879,127.9754028,6.2449980,253,252,3.3778002,271.7139587,17.5009995,217.0000000,0.200247987489959
2781,0.0000000,551186.616999998688698,-3626579.333100000396371,401.4731140,126.6715469,3.3166249,254,253,1.7846510,259.1792603,17.5009995,217.0000000,0.200247987489959
2782,0.0000000,551217.538199998438358,-3626579.333100000396371,400.9665222,124.1678009,3.0000000,254,254,1.5608364,203.8792267,17.5009995,217.0000000,0.200247987489959
2783,0.0000000,551403.065399996936321,-3626579.333100000396371,399.2300720,123.2202759,8.8881941,262,262,5.5027008,257.8551941,17.5009995,217.0000000,0.200247987489959
2784,0.0000000,551433.986599996685982,-3626579.333100000396371,399.4189453,122.7252350,6.7823300,264,264,4.6635828,244.1117096,17.5009995,217.0000000,0.200247987489959
2785,0.5000000,551464.907799996435642,-3626579.333100000396371,399.3223572,120.9311600,6.4807405,267,266,4.5826387,235.7064667,17.5009995,217.0000000,0.200247987489959
2786,0.3333333,551495.829000003635883,-3626579.333100000396371,397.3887634,118.9476089,6.2449980,268,268,5.0092449,230.4447632,17.5009995,217.0000000,0.200247987489959
2787,1.0000000,551526.750200003385544,-3626579.333100000396371,396.1666870,115.9230652,7.7459669,269,270,5.8606653,231.0609589,17.5009995,217.0000000,0.200247987489959
2788,0.0000000,569430.122100003063679,-3626579.333100000396371,403.8445129,128.9858704,1.7320508,219,219,1.1038568,300.9067688,17.4017086,223.0000000,0.373580909300747
2789,0.0000000,569461.043300002813339,-3626579.333100000396371,403.9766235,128.4144745,1.4142135,219,219,0.6844192,330.6419373,17.4017086,223.0000000,0.373580909300747
2790,0.0000000,569491.964500002563000,-3626579.333100000396371,404.1110229,129.4441071,2.6457512,220,219,1.3687205,330.6696472,17.4017086,223.0000000,0.373580909300747
2791,0.0000000,569584.728100001811981,-3626579.333100000396371,403.2859497,128.7687531,1.7320508,221,221,0.8658817,312.2250061,17.4017086,223.0000000,0.373580909300747
2792,0.0000000,569801.176399998366833,-3626579.333100000396371,405.8317566,137.0730438,4.2426405,229,227,3.3079391,320.3524780,17.4017086,223.0000000,0.373580909300747
2793,0.0000000,569832.097599998116493,-3626579.333100000396371,405.6337585,139.9169617,6.4807405,228,228,3.8305893,17.2071247,17.4017086,223.0000000,0.373580909300747
2794,0.0000000,551155.695799998939037,-3626610.254300000146031,400.8717041,118.8027496,5.4772258,252,251,3.7325418,238.7064819,17.5009995,217.0000000,0.200247987489959
2795,0.0000000,551186.616999998688698,-3626610.254300000146031,400.9311523,118.5302048,5.4772258,253,253,3.0125372,214.1835175,17.5009995,217.0000000,0.200247987489959
2796,0.0000000,551217.538199998438358,-3626610.254300000146031,401.3021545,118.5090790,4.4721360,252,253,2.9021626,170.9848785,17.5009995,217.0000000,0.200247987489959
2797,0.0000000,551248.459399998188019,-3626610.254300000146031,402.2784119,119.5185089,4.8989797,251,252,3.2935705,146.3603363,17.5009995,217.0000000,0.200247987489959
2798,0.0000000,551279.380599997937679,-3626610.254300000146031,401.6862488,121.7747421,4.1231055,251,251,2.1423290,163.2878265,17.5009995,217.0000000,0.200247987489959
2799,0.0000000,551310.301799997687340,-3626610.254300000146031,400.1582947,118.1422882,5.6568542,253,251,3.4862041,229.4413452,17.5009995,217.0000000,0.200247987489959
2800,2.0000000,551341.222999997437000,-3626610.254300000146031,398.2542725,114.2992096,7.2111025,255,254,5.6024885,239.2450562,17.5009995,217.0000000,0.200247987489959
2801,0.2000000,551372.144199997186661,-3626610.254300000146031,396.9558105,111.4828491,9.0553856,257,257,6.7663665,233.6238098,17.5009995,217.0000000,0.200247987489959
2802,1.5000000,551403.065399996936321,-3626610.254300000146031,396.3917847,109.5652695,9.1104336,260,260,6.4671998,226.1281128,17.5009995,217.0000000,0.200247987489959
2803,0.6666667,551433.986599996685982,-3626610.254300000146031,395.8098145,107.9406967,7.9372540,261,262,5.8606768,215.9692841,17.5009995,217.0000000,0.200247987489959
2804,2.0000000,551464.907799996435642,-3626610.254300000146031,395.2469788,106.5832520,7.9372540,264,264,5.9231677,215.9715729,17.5009995,217.0000000,0.200247987489959
2805,0.2500000,551495.829000003635883,-3626610.254300000146031,393.6907043,105.3168640,8.1240387,265,266,6.2789183,211.8207397,17.5009995,217.0000000,0.200247987489959
2806,0.4000000,551526.750200003385544,-3626610.254300000146031,393.3567200,103.9514465,9.0553856,266,268,7.2634959,211.0041351,17.5009995,217.0000000,0.200247987489959
2807,0.5000000,551557.671400003135204,-3626610.254300000146031,394.1478882,104.1832123,10.2956305,268,270,8.0303059,214.1852112,17.5009995,217.0000000,0.200247987489959
2808,2.5000000,551588.592600002884865,-3626610.254300000146031,395.3849487,112.5123215,11.6189499,273,272,8.4076538,223.7782745,17.5009995,217.0000000,0.200247987489959
2809,5.2500000,551619.513800002634525,-3626610.254300000146031,395.5803833,115.1689682,12.3288279,280,276,9.2310991,234.6929474,17.5009995,217.0000000,0.200247987489959
2810,9.6666670,551650.435000002384186,-3626610.254300000146031,395.1269226,115.4842453,13.7113094,285,280,10.1567383,245.5132446,17.5009995,217.0000000,0.200247987489959
2811,0.0000000,569461.043300002813339,-3626610.254300000146031,403.7401733,129.1576691,2.2360680,220,220,0.8661318,312.2082214,17.4017086,223.0000000,0.373580909300747
2812,0.0000000,569491.964500002563000,-3626610.254300000146031,403.4171143,128.0265350,2.0000000,221,220,1.2990100,312.2196045,17.4017086,223.0000000,0.373580909300747
2813,0.0000000,569522.885700002312660,-3626610.254300000146031,403.1233215,126.9936447,2.8284271,221,221,1.2986599,312.2188416,17.4017086,223.0000000,0.373580909300747
2814,0.0000000,569584.728100001811981,-3626610.254300000146031,403.3636169,127.2006912,3.3166249,222,222,0.4325706,312.2149048,17.4017086,223.0000000,0.373580909300747
2815,0.0000000,569615.649300001561642,-3626610.254300000146031,403.1944275,127.9390488,2.0000000,222,221,0.6121576,267.2476807,17.4017086,223.0000000,0.373580909300747
2816,0.0000000,569832.097599998116493,-3626610.254300000146031,405.0642395,135.1728821,6.4807405,230,230,3.3082981,8.5358448,17.4017086,223.0000000,0.373580909300747
2817,0.0000000,551217.538199998438358,-3626641.175499999895692,402.5675659,120.4082184,4.6904159,250,251,2.9014196,167.0041962,17.5009995,217.0000000,0.200247987489959
2818,0.0000000,551248.459399998188019,-3626641.175499999895692,402.9699402,122.6194229,4.3588991,249,250,2.2277257,153.3436127,17.5009995,217.0000000,0.200247987489959
2819,0.0000000,551279.380599997937679,-3626641.175499999895692,402.2930603,123.7282715,4.7958317,250,249,1.6483245,186.7722015,17.5009995,217.0000000,0.200247987489959
2820,2.0000000,551464.907799996435642,-3626641.175499999895692,393.5968323,103.6630783,9.6436510,259,261,7.1300764,202.7777405,17.5009995,217.0000000,0.200247987489959
2821,0.2500000,551588.592600002884865,-3626641.175499999895692,394.0470886,113.2980270,13.4907379,270,269,9.8374977,228.6555939,17.5009995,217.0000000,0.200247987489959
2822,0.5000000,551619.513800002634525,-3626641.175499999895692,395.6915894,116.3267059,13.9642401,278,274,10.5301609,244.5621490,17.5009995,217.0000000,0.200247987489959
2823,1.7500000,551650.435000002384186,-3626641.175499999895692,395.4199829,115.9654694,13.6381817,283,279,10.2842627,251.6062012,17.5009995,217.0000000,0.200247987489959
2824,2.8000000,551681.356200002133846,-3626641.175499999895692,395.4944458,116.0483398,14.6969385,288,285,10.8603592,254.4396820,17.5009995,217.0000000,0.200247987489959
2825,2.8000000,551712.277400001883507,-3626641.175499999895692,395.6060486,115.0290604,14.1421356,293,291,10.1569023,252.0603027,17.5009995,217.0000000,0.200247987489959
2826,3.0000000,551743.198600001633167,-3626641.175499999895692,392.5176392,110.5125732,15.2970581,297,296,11.6627893,248.3905640,17.5009995,217.0000000,0.200247987489959
2827,15.2500000,551774.119699999690056,-3626641.175499999895692,370.5306702,101.5394669,21.2602921,310,303,15.7912779,246.7587280,17.5009995,217.0000000,0.200247987489959
2828,53.0000000,551805.040899999439716,-3626641.175499999895692,368.4676514,94.5003128,28.7923603,321,312,20.3174744,248.1018982,17.5009995,217.0000000,0.200247987489959
2829,36.6250000,551835.962099999189377,-3626641.175499999895692,378.5239258,95.3372574,31.2570000,333,325,21.8392849,251.9922180,17.5009995,217.0000000,0.200247987489959
2830,20.2000008,551866.883299998939037,-3626641.175499999895692,391.5022888,102.1551819,26.2488098,342,337,17.8342800,257.8524475,17.5009995,217.0000000,0.200247987489959
2831,5.0000000,551897.804499998688698,-3626641.175499999895692,400.1303101,121.4049683,19.0000000,348,346,11.7866220,268.7475891,17.5009995,217.0000000,0.200247987489959
2832,0.0000000,551928.725699998438358,-3626641.175499999895692,401.3284302,125.8760147,13.4536238,355,351,8.9926901,286.4081421,17.5009995,217.0000000,0.200247987489959
2833,5.6666665,551959.646899998188019,-3626641.175499999895692,399.1506653,124.3825836,15.0996685,362,354,10.9302320,288.8165283,17.5009995,217.0000000,0.200247987489959
2834,6.5000000,551990.568099997937679,-3626641.175499999895692,404.1149597,125.0259247,18.5472374,369,362,10.2500830,290.7008972,17.5009995,217.0000000,0.200247987489959
2835,1.5000000,552021.489299997687340,-3626641.175499999895692,409.7518616,131.3884583,17.5499287,370,368,5.0830183,320.9293518,17.5009995,217.0000000,0.200247987489959
2836,0.0000000,569461.043300002813339,-3626641.175499999895692,403.5598145,128.5016327,1.4142135,220,220,0.6841536,293.7706299,17.4017086,223.0000000,0.373580909300747
2837,0.0000000,569491.964500002563000,-3626641.175499999895692,403.1298218,127.1002960,1.4142135,220,220,0.6851139,240.6924896,17.4017086,223.0000000,0.373580909300747
2838,0.0000000,569522.885700002312660,-3626641.175499999895692,402.8761597,126.3367920,2.0000000,220,221,0.9682249,248.7783661,17.4017086,223.0000000,0.373580909300747
2839,0.0000000,569553.806900002062321,-3626641.175499999895692,403.1493225,127.1231995,1.4142135,221,221,0.8661419,222.2397461,17.4017086,223.0000000,0.373580909300747
2840,0.0000000,569584.728100001811981,-3626641.175499999895692,403.6331482,128.0100250,1.4142135,221,221,0.3059845,267.2702332,17.4017086,223.0000000,0.373580909300747
2841,0.0000000,569615.649300001561642,-3626641.175499999895692,403.4262085,128.7655487,2.2360680,222,221,0.6120759,267.2687683,17.4017086,223.0000000,0.373580909300747
2842,0.0000000,569646.570500001311302,-3626641.175499999895692,403.1838074,128.0194550,2.2360680,223,222,1.5606153,278.5397644,17.4017086,223.0000000,0.373580909300747
2843,0.0000000,569832.097599998116493,-3626641.175499999895692,403.6451416,129.9352570,7.3484693,232,232,2.6321580,13.1796036,17.4017086,223.0000000,0.373580909300747
2844,0.0000000,551217.538199998438358,-3626672.096699999645352,403.3394165,122.8357086,3.4641016,249,249,2.1634505,170.1910553,17.5009995,217.0000000,0.200247987489959
2845,0.0000000,551248.459399998188019,-3626672.096699999645352,403.5770569,124.7090683,2.8284271,249,249,1.5608448,158.8858948,17.5009995,217.0000000,0.200247987489959
2846,0.0000000,551310.301799997687340,-3626672.096699999645352,403.3441772,125.2232819,3.7416575,250,250,2.6137407,240.7510376,17.5009995,217.0000000,0.200247987489959
2847,0.0000000,551341.222999997437000,-3626672.096699999645352,402.2387390,122.1407928,4.0000000,251,251,2.3896532,226.7117157,17.5009995,217.0000000,0.200247987489959
2848,5.5000000,551712.277400001883507,-3626672.096699999645352,396.2484131,114.6838226,13.7477274,291,289,9.7961130,249.9596710,17.5009995,217.0000000,0.200247987489959
2849,2.0000000,551743.198600001633167,-3626672.096699999645352,394.6256409,110.9793091,13.7113094,295,294,10.5594072,242.2991943,17.5009995,217.0000000,0.200247987489959
2850,0.0000000,551774.119699999690056,-3626672.096699999645352,371.5223083,102.6605377,18.7082863,304,299,14.0861988,239.0142059,17.5009995,217.0000000,0.200247987489959
2851,0.0000000,551897.804499998688698,-3626672.096699999645352,388.2601929,101.4851990,24.0831890,345,344,15.8789988,241.2173309,17.5009995,217.0000000,0.200247987489959
2852,3.3333333,551928.725699998438358,-3626672.096699999645352,393.2892456,107.8632965,16.8226032,354,350,12.2716722,242.1140747,17.5009995,217.0000000,0.200247987489959
2853,0.3333333,551959.646899998188019,-3626672.096699999645352,392.8235168,106.0964813,15.4596252,359,355,11.6620560,249.8653412,17.5009995,217.0000000,0.200247987489959
2854,14.0000000,551990.568099997937679,-3626672.096699999645352,394.1848145,103.6398697,17.0293865,364,362,10.6942177,248.8779297,17.5009995,217.0000000,0.200247987489959
2855,0.0000000,569491.964500002563000,-3626672.096699999645352,403.6632385,128.7169495,1.4142135,221,220,0.3061077,267.2779236,17.4017086,223.0000000,0.373580909300747
2856,0.0000000,569522.885700002312660,-3626672.096699999645352,403.4201965,128.0365906,2.2360680,220,220,0.6122610,267.1890564,17.4017086,223.0000000,0.373580909300747
2857,0.0000000,569553.806900002062321,-3626672.096699999645352,403.4356689,128.1017303,1.4142135,221,221,0.6844478,240.6667175,17.4017086,223.0000000,0.373580909300747
2858,0.0000000,569584.728100001811981,-3626672.096699999645352,403.6496277,128.2093811,1.4142135,222,221,0.6848507,293.8063965,17.4017086,223.0000000,0.373580909300747
2859,0.0000000,569646.570500001311302,-3626672.096699999645352,403.3898926,128.4197540,2.2360680,223,222,1.3685728,293.7997742,17.4017086,223.0000000,0.373580909300747
2860,0.0000000,569677.491700001060963,-3626672.096699999645352,403.3043823,127.8018188,2.2360680,223,223,1.9356984,278.5458069,17.4017086,223.0000000,0.373580909300747
2861,0.0000000,569832.097599998116493,-3626672.096699999645352,401.6880798,124.0480499,5.2915025,232,232,2.4669528,75.9154358,17.4017086,223.0000000,0.373580909300747
2862,0.0000000,551248.459399998188019,-3626703.017899999395013,404.4333496,127.5870590,2.2360680,248,248,0.4326913,222.3463898,17.5009995,217.0000000,0.200247987489959
2863,0.0000000,551279.380599997937679,-3626703.017899999395013,404.3876038,128.2908173,3.6055512,249,248,1.2243258,267.3115234,17.5009995,217.0000000,0.200247987489959
2864,0.0000000,551341.222999997437000,-3626703.017899999395013,403.7825623,125.9611969,2.6457512,251,251,1.2624109,256.0166321,17.5009995,217.0000000,0.200247987489959
2865,0.0000000,551372.144199997186661,-3626703.017899999395013,403.1289062,124.1420364,3.4641016,251,251,1.7848690,236.3708344,17.5009995,217.0000000,0.200247987489959
2866,0.0000000,551403.065399996936321,-3626703.017899999395013,402.4993896,122.3623352,4.7958317,252,252,3.0281124,222.3211517,17.5009995,217.0000000,0.200247987489959
2867,10.5000000,551774.119699999690056,-3626703.017899999395013,376.4129333,105.9666214,15.1327457,299,296,11.7453585,238.5740967,17.5009995,217.0000000,0.200247987489959
2868,21.3999996,551805.040899999439716,-3626703.017899999395013,367.1823730,97.2990417,26.3058929,308,302,18.2874317,244.1157684,17.5009995,217.0000000,0.200247987489959
2869,18.2500000,551835.962099999189377,-3626703.017899999395013,368.6256104,90.3131561,32.9848442,321,314,22.4889145,244.5833282,17.5009995,217.0000000,0.200247987489959
2870,15.0000000,551866.883299998939037,-3626703.017899999395013,372.2903748,86.5197220,31.5753059,329,327,21.4242249,239.4157104,17.5009995,217.0000000,0.200247987489959
2871,10.0000000,551897.804499998688698,-3626703.017899999395013,378.0430908,89.5185394,26.5329990,337,337,18.8307781,232.3936920,17.5009995,217.0000000,0.200247987489959
2872,0.0000000,569522.885700002312660,-3626703.017899999395013,403.9585266,129.8460236,3.0000000,220,220,1.1037577,323.5379639,17.4017086,223.0000000,0.373580909300747
2873,0.0000000,569553.806900002062321,-3626703.017899999395013,403.8281860,129.3250275,1.7320508,221,221,0.8658654,312.2258301,17.4017086,223.0000000,0.373580909300747
2874,0.0000000,569584.728100001811981,-3626703.017899999395013,403.4923096,128.4929199,2.0000000,222,221,0.6841748,293.7853088,17.4017086,223.0000000,0.373580909300747
2875,0.0000000,569615.649300001561642,-3626703.017899999395013,403.5306091,128.2472839,2.2360680,223,222,1.5605921,278.5494080,17.4017086,223.0000000,0.373580909300747
2876,0.0000000,569677.491700001060963,-3626703.017899999395013,403.3183899,128.1329346,2.6457512,223,223,2.0531299,289.0382996,17.4017086,223.0000000,0.373580909300747
2877,0.0000000,569863.018799997866154,-3626703.017899999395013,400.4505310,123.6685257,7.5498343,228,229,5.4090023,103.6131897,17.4017086,223.0000000,0.373580909300747
